activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
Loan Application,4536.08,Mobile-iOS,"Lagos, NG",1,2,Fraud,13,2,0
Password Change,0.0,ATM,"Delhi, IN",1,0,Not Fraud,16,6,1
Password Change,0.0,Tablet,"Moscow, RU",2,0,Not Fraud,19,2,0
Login,0.0,Tablet,"Bangalore, IN",5,0,Not Fraud,13,4,0
Bill Payment,138.56,Tablet,"Kolkata, IN",5,0,Not Fraud,0,0,0
ATM Withdrawal,442.24,Tablet,"Lagos, NG",1,0,Not Fraud,10,5,1
Online Purchase,524.07,Mobile-Android,"Chicago, US",2,1,Not Fraud,22,5,1
Loan Application,17700.49,ATM,"Sao Paulo, BR",6,0,Fraud,10,2,0
Wallet Top-up,2426.57,Mobile-iOS,"Sao Paulo, BR",1,2,Not Fraud,10,0,0
Bill Payment,1778.33,Desktop-Windows,"Lagos, NG",4,5,Not Fraud,8,1,0
ATM Withdrawal,378.8,Desktop-Mac,"Berlin, DE",4,0,Not Fraud,7,2,0
Bill Payment,731.97,Desktop-Mac,"Toronto, CA",2,0,Not Fraud,14,6,1
Loan Application,15508.74,Desktop-Mac,"Mumbai, IN",9,0,Not Fraud,10,5,1
Card Swipe,47.25,POS-Terminal,"Delhi, IN",7,2,Not Fraud,10,5,1
Bill Payment,2005.0,Desktop-Mac,"Los Angeles, US",6,1,Not Fraud,14,3,0
Online Purchase,84.22,Tablet,"Singapore, SG",2,0,Not Fraud,15,2,0
Password Change,0.0,Mobile-Android,"Toronto, CA",1,1,Not Fraud,17,1,0
Online Purchase,2000.24,Tablet,"Bangalore, IN",1,0,Not Fraud,3,0,0
Bill Payment,2912.39,Desktop-Windows,"Moscow, RU",3,1,Not Fraud,14,1,0
Login,0.0,Mobile-Android,"Delhi, IN",3,2,Not Fraud,11,2,0
Loan Application,11811.88,ATM,"Moscow, RU",1,0,Fraud,15,2,0
Login,0.0,ATM,"Berlin, DE",4,0,Not Fraud,20,4,0
Card Swipe,76.14,Desktop-Windows,"Delhi, IN",1,0,Not Fraud,18,6,1
Online Purchase,2587.48,Mobile-Android,"Berlin, DE",2,0,Not Fraud,16,6,1
Money Transfer,10689.01,POS-Terminal,"Delhi, IN",4,5,Not Fraud,11,3,0
Online Purchase,1769.0,Mobile-Android,"Dubai, AE",1,0,Not Fraud,10,5,1
Loan Application,278.32,Desktop-Mac,"Houston, US",3,0,Not Fraud,0,3,0
ATM Withdrawal,460.09,Tablet,"Mumbai, IN",1,0,Not Fraud,20,1,0
Loan Application,1543.68,Mobile-iOS,"Mumbai, IN",1,0,Not Fraud,18,2,0
Card Swipe,55.89,Mobile-Android,"Beijing, CN",2,0,Not Fraud,22,3,0
Add Beneficiary,0.0,POS-Terminal,"Delhi, IN",5,0,Not Fraud,10,2,0
ATM Withdrawal,117.01,Tablet,"Mumbai, IN",2,0,Not Fraud,14,5,1
Online Purchase,2021.52,ATM,"Delhi, IN",1,3,Not Fraud,9,3,0
Add Beneficiary,0.0,Desktop-Mac,"Mumbai, IN",6,0,Not Fraud,11,6,1
Card Swipe,240.24,Desktop-Mac,"Singapore, SG",4,0,Not Fraud,20,5,1
Bill Payment,1872.91,ATM,"Los Angeles, US",2,0,Not Fraud,2,6,1
Card Swipe,313.66,Mobile-iOS,"New York, US",1,0,Not Fraud,15,5,1
ATM Withdrawal,48.11,Desktop-Mac,"Berlin, DE",4,0,Not Fraud,14,6,1
Card Swipe,289.43,Desktop-Windows,"Berlin, DE",2,0,Not Fraud,23,1,0
ATM Withdrawal,347.23,POS-Terminal,"London, UK",3,4,Not Fraud,9,0,0
Online Purchase,1505.08,POS-Terminal,Tor Exit Node,1,0,Fraud,11,6,1
Loan Application,12087.95,Mobile-iOS,"Bangalore, IN",1,1,Not Fraud,19,5,1
Add Beneficiary,0.0,Tablet,"Kolkata, IN",2,0,Not Fraud,18,6,1
Wallet Top-up,2258.56,Desktop-Mac,"London, UK",2,0,Not Fraud,19,2,0
Wallet Top-up,2774.23,POS-Terminal,"Toronto, CA",3,0,Not Fraud,21,5,1
Card Swipe,242.94,Mobile-Android,"Berlin, DE",2,0,Not Fraud,17,2,0
Login,0.0,ATM,"Singapore, SG",1,2,Not Fraud,11,2,0
ATM Withdrawal,458.27,Desktop-Mac,"Bangalore, IN",2,0,Not Fraud,15,1,0
Wallet Top-up,2799.38,ATM,"Bangalore, IN",3,0,Not Fraud,9,2,0
Wallet Top-up,1359.11,Tablet,"Berlin, DE",3,2,Not Fraud,16,1,0
Online Purchase,917.52,Tablet,"Singapore, SG",2,0,Not Fraud,19,4,0
Login,0.0,Mobile-iOS,"Chicago, US",1,0,Not Fraud,19,1,0
Money Transfer,10924.05,Desktop-Mac,"Delhi, IN",1,0,Not Fraud,12,2,0
Loan Application,18622.1,Mobile-iOS,Tor Exit Node,3,0,Fraud,17,4,0
Bill Payment,1474.16,ATM,"Houston, US",5,0,Not Fraud,15,0,0
Add Beneficiary,0.0,Mobile-iOS,"Delhi, IN",1,0,Not Fraud,19,6,1
Password Change,0.0,Mobile-Android,"Chicago, US",2,0,Not Fraud,11,4,0
Money Transfer,12357.76,Desktop-Windows,"London, UK",3,0,Not Fraud,19,2,0
ATM Withdrawal,332.76,ATM,"Singapore, SG",3,1,Not Fraud,10,4,0
Add Beneficiary,0.0,Desktop-Mac,"Moscow, RU",8,0,Not Fraud,13,3,0
Wallet Top-up,1741.8,Mobile-Android,"Delhi, IN",5,2,Not Fraud,18,1,0
Password Change,0.0,Mobile-Android,"Bangalore, IN",7,4,Fraud,0,6,1
Login,0.0,Mobile-Android,"Sydney, AU",6,4,Not Fraud,9,0,0
Wallet Top-up,500.99,ATM,"Berlin, DE",5,2,Not Fraud,22,0,0
Card Swipe,82.18,Mobile-iOS,"Moscow, RU",2,0,Not Fraud,14,6,1
Login,0.0,POS-Terminal,"Moscow, RU",6,2,Not Fraud,12,2,0
Add Beneficiary,0.0,Mobile-iOS,"Dubai, AE",1,0,Not Fraud,8,4,0
Online Purchase,2019.19,Desktop-Windows,"Berlin, DE",2,1,Not Fraud,20,1,0
Card Swipe,451.0,Desktop-Windows,"Berlin, DE",7,0,Not Fraud,6,4,0
Add Beneficiary,0.0,Mobile-iOS,"Kolkata, IN",2,0,Not Fraud,15,4,0
Loan Application,9054.42,Mobile-iOS,"Moscow, RU",3,0,Not Fraud,19,3,0
Add Beneficiary,0.0,POS-Terminal,"Toronto, CA",2,0,Not Fraud,11,6,1
Money Transfer,14013.25,Desktop-Windows,"Beijing, CN",9,2,Fraud,19,5,1
Bill Payment,360.98,Mobile-iOS,"Sydney, AU",1,1,Not Fraud,20,3,0
Bill Payment,696.31,Tablet,"Berlin, DE",9,0,Not Fraud,1,1,0
Loan Application,16341.1,Mobile-iOS,"Chicago, US",1,0,Fraud,22,4,0
Add Beneficiary,0.0,Desktop-Mac,"Delhi, IN",8,3,Fraud,15,2,0
Password Change,0.0,Tablet,"Beijing, CN",1,3,Not Fraud,12,5,1
Add Beneficiary,0.0,Desktop-Mac,"Moscow, RU",2,1,Not Fraud,15,2,0
Online Purchase,768.15,Desktop-Windows,"Singapore, SG",5,0,Not Fraud,9,5,1
Online Purchase,2928.26,Mobile-Android,"New York, US",6,0,Not Fraud,15,0,0
Bill Payment,2521.03,POS-Terminal,"Beijing, CN",1,0,Not Fraud,17,3,0
Online Purchase,905.05,Desktop-Mac,"Toronto, CA",6,2,Not Fraud,0,2,0
Loan Application,12277.31,Desktop-Mac,"Toronto, CA",4,1,Not Fraud,13,5,1
Password Change,0.0,Mobile-Android,"Sydney, AU",1,2,Not Fraud,16,5,1
Add Beneficiary,0.0,Desktop-Windows,"Lagos, NG",3,0,Not Fraud,16,0,0
Wallet Top-up,399.47,Mobile-iOS,"Moscow, RU",1,0,Fraud,0,4,0
Add Beneficiary,0.0,ATM,"Beijing, CN",4,4,Not Fraud,15,6,1
Online Purchase,2387.23,Mobile-iOS,"Toronto, CA",8,1,Not Fraud,11,1,0
Add Beneficiary,0.0,Desktop-Mac,"Houston, US",1,0,Not Fraud,7,1,0
Add Beneficiary,0.0,Mobile-iOS,"Kolkata, IN",1,0,Not Fraud,6,3,0
Wallet Top-up,1455.42,POS-Terminal,"Houston, US",1,5,Fraud,9,1,0
Wallet Top-up,1828.76,Desktop-Mac,"Sao Paulo, BR",2,2,Not Fraud,18,1,0
Login,0.0,Mobile-Android,"Berlin, DE",3,1,Not Fraud,17,0,0
Money Transfer,9692.26,Tablet,"Lagos, NG",1,0,Not Fraud,10,6,1
Wallet Top-up,2385.38,POS-Terminal,"Los Angeles, US",4,0,Not Fraud,14,1,0
Loan Application,7878.39,Desktop-Mac,"New York, US",2,0,Not Fraud,12,3,0
Loan Application,4954.31,Desktop-Windows,"Singapore, SG",1,0,Not Fraud,19,4,0
Bill Payment,538.74,Tablet,"Delhi, IN",4,1,Not Fraud,19,6,1
Wallet Top-up,1201.02,Mobile-Android,"Beijing, CN",2,0,Not Fraud,22,3,0
Money Transfer,19417.98,Tablet,"Houston, US",1,0,Not Fraud,12,1,0
Loan Application,19709.8,Tablet,"Singapore, SG",4,2,Fraud,11,4,0
Login,0.0,Mobile-Android,"Moscow, RU",3,0,Not Fraud,15,3,0
Online Purchase,2043.84,Mobile-Android,"Los Angeles, US",2,0,Not Fraud,21,0,0
Bill Payment,1976.13,Desktop-Windows,"Kolkata, IN",4,1,Not Fraud,7,3,0
Password Change,0.0,Mobile-Android,"Bangalore, IN",8,0,Not Fraud,10,0,0
Bill Payment,2756.01,Mobile-Android,"Toronto, CA",4,2,Not Fraud,20,5,1
Add Beneficiary,0.0,Desktop-Mac,"Chicago, US",2,0,Not Fraud,20,3,0
Online Purchase,2928.79,Tablet,"Toronto, CA",1,0,Not Fraud,8,2,0
Add Beneficiary,0.0,Desktop-Mac,"London, UK",2,0,Not Fraud,3,1,0
Bill Payment,2194.15,Desktop-Mac,"London, UK",1,0,Not Fraud,20,3,0
Loan Application,923.84,POS-Terminal,"London, UK",1,0,Not Fraud,7,5,1
Password Change,0.0,ATM,"Mumbai, IN",2,0,Not Fraud,8,0,0
Add Beneficiary,0.0,Desktop-Mac,"New York, US",5,0,Not Fraud,2,5,1
ATM Withdrawal,407.55,Desktop-Windows,"Toronto, CA",3,0,Not Fraud,23,6,1
Wallet Top-up,276.24,POS-Terminal,"Lagos, NG",2,0,Not Fraud,15,4,0
Password Change,0.0,Mobile-iOS,"Moscow, RU",3,0,Not Fraud,12,6,1
